ra,dec,mjd,mag_auto,filter,exposure
190.65933616594236,-26.709848626007197,56823.98060441576,20.778406,z,c4d_140615_233327_ooi_z_ls9
190.67825660992295,-26.728780151171758,56823.98060441576,20.676811,z,c4d_140615_233327_ooi_z_ls9
190.66788473347032,-26.71568030881726,56823.98128303932,20.234934,z,c4d_140615_233358_ooi_z_v1
190.66785992950201,-26.715655000129978,56823.98206842225,20.337313,z,c4d_140615_233506_ooi_z_v1
190.6781455657451,-26.72877700084119,56823.983393419534,20.452835,Y,c4d_140615_233756_ooi_Y_v1
190.67817972478792,-26.72881115430981,56823.98441864131,20.357626,Y,c4d_140615_233927_ooi_Y_v1
190.67264561900072,-26.721455507949546,56823.98441864131,20.459383,Y,c4d_140615_233927_ooi_Y_v1
190.65933589468617,-26.709833226667207,56829.96353417775,20.89564,g,c4d_140621_230849_ooi_g_ls9
190.65583552186266,-26.73097486771323,56829.96421200596,20.950476,g,c4d_140621_230948_ooi_g_ls9
190.65934751061576,-26.709835676308774,56829.96421200596,21.026169,g,c4d_140621_230948_ooi_g_ls9
190.65583184532613,-26.730993903557092,56829.96488166554,20.991495,g,c4d_140621_231045_ooi_g_ls9
190.65935281425158,-26.709837873870537,56829.96488166554,21.034967,g,c4d_140621_231045_ooi_g_ls9
190.65933149341961,-26.709851505479552,56829.965556202456,20.43964,r,c4d_140621_231120_ooi_r_v1
190.67172073502343,-26.712478762045922,56829.965556202456,20.56573,r,c4d_140621_231120_ooi_r_v1
190.6717214901674,-26.712457650004712,56829.965920988005,20.319439,r,c4d_140621_231152_ooi_r_v1
190.65935126838622,-26.70981481669301,56829.965920988005,20.468548,r,c4d_140621_231152_ooi_r_v1
190.6593499490716,-26.709864491300905,56829.9662818457,20.68616,r,c4d_140621_231221_ooi_r_v1
190.67172070048963,-26.7124528759249,56829.96664748434,20.363111,r,c4d_140621_231320_ooi_r_ls9
190.67257678929082,-26.721402285171308,56829.96664748434,21.029245,r,c4d_140621_231320_ooi_r_ls9
190.6593424810166,-26.70983423776385,56829.96664748434,20.676107,r,c4d_140621_231320_ooi_r_ls9
190.65247078400446,-26.732661050248094,56829.96664748434,21.185848,r,c4d_140621_231320_ooi_r_ls9
190.65119202922347,-26.73353796473034,56829.96664748434,21.163036,r,c4d_140621_231320_ooi_r_ls9
190.67172476986804,-26.712468737490923,56829.967328398954,20.36279,r,c4d_140621_231421_ooi_r_ls9
190.6726137961383,-26.721450136882005,56829.967328398954,21.083431,r,c4d_140621_231421_ooi_r_ls9
190.6593407828834,-26.709829911130743,56829.967328398954,20.556326,r,c4d_140621_231421_ooi_r_ls9
190.66478293671443,-26.726841368863077,56829.967328398954,21.167831,r,c4d_140621_231421_ooi_r_ls9
190.66785179493675,-26.715691051618247,56829.967328398954,21.172327,r,c4d_140621_231421_ooi_r_ls9
190.672604935624,-26.721458501490606,56829.968004212715,21.05807,r,c4d_140621_231520_ooi_r_ls9
190.65935619418514,-26.709844883069927,56829.968004212715,20.69821,r,c4d_140621_231520_ooi_r_ls9
190.65236748332978,-26.73262940405049,56829.968004212715,21.190596,r,c4d_140621_231520_ooi_r_ls9
190.67172030369395,-26.712456518981195,56829.968004212715,20.329075,r,c4d_140621_231520_ooi_r_ls9
190.65242466673604,-26.728217687739072,56829.97109697852,20.328302,Y,c4d_140621_232017_ooi_Y_v1
190.661195665874,-26.73350832910566,56829.97109697852,20.713827,Y,c4d_140621_232017_ooi_Y_v1
190.67099703121326,-26.729335527509647,56829.97109697852,20.736074,Y,c4d_140621_232017_ooi_Y_v1
190.65328883566008,-26.733560682845706,56829.97109697852,20.353281,Y,c4d_140621_232017_ooi_Y_v1
190.65525937766628,-26.727022047139815,56829.97109697852,20.537603,Y,c4d_140621_232017_ooi_Y_v1
190.6574225624081,-26.719494817237845,56829.97109697852,20.48736,Y,c4d_140621_232017_ooi_Y_v1
190.65932309127265,-26.70983561323798,56829.97109697852,20.547976,Y,c4d_140621_232017_ooi_Y_v1
190.67820554901118,-26.728808394093512,56829.97109697852,20.533613,Y,c4d_140621_232017_ooi_Y_v1
190.65239088895413,-26.728248050311862,56829.972112793475,20.325258,Y,c4d_140621_232143_ooi_Y_v1
190.65524451090067,-26.727031459998088,56829.972112793475,20.676336,Y,c4d_140621_232143_ooi_Y_v1
190.6611808847635,-26.733500957260606,56829.972112793475,20.515097,Y,c4d_140621_232143_ooi_Y_v1
190.65874601236902,-26.733275818219486,56829.972112793475,21.043638,Y,c4d_140621_232143_ooi_Y_v1
190.65330428030293,-26.73355724925525,56829.972112793475,20.40235,Y,c4d_140621_232143_ooi_Y_v1
190.65742373440722,-26.719454026681884,56829.972112793475,20.520647,Y,c4d_140621_232143_ooi_Y_v1
190.6782022944041,-26.72876991110827,56829.972112793475,20.315863,Y,c4d_140621_232143_ooi_Y_v1
190.67094564060184,-26.72929524528178,56829.972112793475,20.35217,Y,c4d_140621_232143_ooi_Y_v1
190.65742006115494,-26.719475937363747,56829.973130712286,20.55635,Y,c4d_140621_232312_ooi_Y_v1
190.65526665530993,-26.727073677392866,56829.973130712286,20.588833,Y,c4d_140621_232312_ooi_Y_v1
190.6524569042699,-26.732669060240774,56829.973130712286,20.348286,Y,c4d_140621_232312_ooi_Y_v1
190.65236303186856,-26.728232303650138,56829.973130712286,20.339657,Y,c4d_140621_232312_ooi_Y_v1
190.66116888494028,-26.733511460313082,56829.973130712286,20.774433,Y,c4d_140621_232312_ooi_Y_v1
190.67099299009408,-26.72925641539173,56829.973130712286,20.61943,Y,c4d_140621_232312_ooi_Y_v1
190.67822522403912,-26.728814242230104,56829.9757842985,20.221415,z,c4d_140621_232604_ooi_z_v1
190.65238299059288,-26.732735617505906,56829.9757842985,20.446133,z,c4d_140621_232604_ooi_z_v1
190.65936100077096,-26.70987940185243,56829.9757842985,20.542973,z,c4d_140621_232604_ooi_z_v1
190.67818505506563,-26.72879231882618,56829.97615554556,20.884695,z,c4d_140621_232638_ooi_z_v1
190.65933336763092,-26.709827337516156,56829.97615554556,20.524696,z,c4d_140621_232638_ooi_z_v1
190.66785817150983,-26.715666778932615,56829.97615554556,20.230227,z,c4d_140621_232638_ooi_z_v1
190.66112001767993,-26.733526265065116,56829.976530368906,20.667807,z,c4d_140621_232707_ooi_z_v1
190.66122093041406,-26.73348562224704,56829.976895056665,20.556612,z,c4d_140621_232807_ooi_z_ls9
190.65933376550313,-26.709840635167225,56829.976895056665,20.280104,z,c4d_140621_232807_ooi_z_ls9
190.65739383535347,-26.71946851908774,56829.976895056665,20.682312,z,c4d_140621_232807_ooi_z_ls9
190.6552410473988,-26.72704098786309,56829.976895056665,20.600397,z,c4d_140621_232807_ooi_z_ls9
190.65325838134294,-26.73356807995836,56829.976895056665,20.585403,z,c4d_140621_232807_ooi_z_ls9
190.6523964263049,-26.72819237732523,56829.976895056665,20.49237,z,c4d_140621_232807_ooi_z_ls9
190.67820113974037,-26.72879652599789,56829.976895056665,20.74261,z,c4d_140621_232807_ooi_z_ls9
190.67098939286507,-26.729301236446965,56829.976895056665,20.646446,z,c4d_140621_232807_ooi_z_ls9
190.6524171891112,-26.728218839312962,56829.977570492774,20.541079,z,c4d_140621_232907_ooi_z_ls9
190.66119601598803,-26.73352810368762,56829.977570492774,20.65733,z,c4d_140621_232907_ooi_z_ls9
190.65934444810054,-26.709838368506748,56829.977570492774,20.483438,z,c4d_140621_232907_ooi_z_ls9
190.65742387016147,-26.71943584514973,56829.977570492774,20.7001,z,c4d_140621_232907_ooi_z_ls9
190.6552273633597,-26.727039704045485,56829.977570492774,20.814072,z,c4d_140621_232907_ooi_z_ls9
190.65324808177033,-26.73355773010565,56829.977570492774,20.929209,z,c4d_140621_232907_ooi_z_ls9
190.65248601015085,-26.73264540614995,56829.977570492774,20.262348,z,c4d_140621_232907_ooi_z_ls9
190.66868470198716,-26.726871734923257,56829.977570492774,21.098186,z,c4d_140621_232907_ooi_z_ls9
190.67102525672155,-26.729260227225964,56829.977570492774,20.842342,z,c4d_140621_232907_ooi_z_ls9
190.67821995084515,-26.728786918606563,56829.977570492774,20.571121,z,c4d_140621_232907_ooi_z_ls9
190.65239648654523,-26.728164550025653,56829.97824663296,20.744734,z,c4d_140621_233003_ooi_z_ls9
190.67824380538417,-26.728770081933835,56829.97824663296,20.509418,z,c4d_140621_233003_ooi_z_ls9
190.67095690637177,-26.729281395986206,56829.97824663296,20.85015,z,c4d_140621_233003_ooi_z_ls9
190.66121975630816,-26.733470140673848,56829.97824663296,20.878662,z,c4d_140621_233003_ooi_z_ls9
190.65934232002542,-26.709838772221282,56829.97824663296,20.347368,z,c4d_140621_233003_ooi_z_ls9
190.65744290584675,-26.71945545498699,56829.97824663296,20.70979,z,c4d_140621_233003_ooi_z_ls9
190.6552630409389,-26.727015688905784,56829.97824663296,20.64566,z,c4d_140621_233003_ooi_z_ls9
190.6532452716899,-26.73352081047336,56829.97824663296,20.880264,z,c4d_140621_233003_ooi_z_ls9
190.65247420923563,-26.732618599350587,56829.97824663296,20.392893,z,c4d_140621_233003_ooi_z_ls9
190.65114709793016,-26.733518099971093,56829.97824663296,20.924765,z,c4d_140621_233003_ooi_z_ls9
190.6593166325275,-26.70983349657532,56829.98292832263,20.21506,i,c4d_140621_233621_ooi_i_v1
190.6678659326972,-26.71568022044742,56829.98329419643,20.47197,i,c4d_140621_233656_ooi_i_v1
190.6593604565725,-26.70985812931717,56829.98329419643,20.562183,i,c4d_140621_233656_ooi_i_v1
190.6593562302485,-26.70983543568681,57096.31785494462,20.618408,r,c4d_150315_073903_ooi_r_ls9
