id,ra,dec,mjd,mag,track_id
97067_505,30.337163610638328,0.5819491714156763,57269.41939409667,20.494444,120.0_20_57269.4
97067_527,30.34659730989129,0.5858280712186785,57379.039866067,19.846106,120.0_20_57269.4
97067_523,30.3473823540898,0.5853699114555141,57385.037695600186,18.207228,120.0_20_57269.4
96555_535,29.96085553381739,0.8681371761620659,58021.397863661776,18.76954,240.0_10_58021.4
96555_552,29.97185229737276,0.8702221820639656,58079.01567237452,18.801773,240.0_10_58021.4
96555_555,29.9761325793402,0.8704871492499834,58108.04016630771,21.52992,240.0_10_58021.4
