ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,parallax_over_error,ruwe,astrometric_excess_noise,astrometric_gof_al,phot_g_mean_mag,bp_rp,source_id,random_index
271.14957715189576,42.58258305850236,-5.338006406522047,1.4908463595851957,0.046721,0.04492,0.6703431057191208,0.039894,16.803265,1.048369,0,1.227281,16.4599,0.948138,2113785849991895936,794604
270.7512014549641,43.30679630642667,-4.307378649029959,-6.125723530117341,0.107414,0.131564,0.9629037138022104,0.100181,9.611688,1.019155,0,0.520703,18.250177,2.02462,2114192944173262976,863841
270.303665328763,43.588973220391615,-4.770122627802015,-13.879783127750773,0.029578,0.035793,0.6062451844205697,0.026786,22.632801,0.992527,0,-0.174973,15.893112,0.844109,2114258330755126656,889615
271.25510579562996,42.46432681928294,0.3289687276576626,-48.35842332954588,0.15765,0.162834,1.314054238227992,0.143657,9.147168,1.046964,0.350628,1.142484,18.62151,2.130121,2113775713870189952,965987
270.3909516965931,42.12981079568474,-3.6711036209169534,2.739986759881212,0.029098,0.028992,0.449348726639558,0.02297,19.562656,1.031248,0.078193,0.904993,15.603256,0.862556,2113709300792307584,970868
267.337943172673,46.55737593634886,-13.725324775185111,-17.523317370245692,0.190561,0.24529,2.544009292154215,0.172536,14.744786,1.03119,0.240211,0.818431,19.024843,2.598183,1350883217365421312,1032181
270.3072759185114,43.69745842775795,-2.633419983446339,-10.656218475337731,0.054873,0.058093,1.4679824241638268,0.050657,28.97915,1.017774,0,0.477954,16.985912,1.883581,2114282524307166592,1045991
270.27982597193363,47.56978539293729,-3.1250420926889992,2.131202181912408,0.011333,0.013183,1.2052070267222565,0.009338,129.06761,0.987785,0,-0.306514,13.251087,0.85086,2116651696986708480,1063629
267.79629343466416,46.587291367881804,-7.119901244596397,-3.564587835320372,0.112537,0.137451,1.0031459088167916,0.104539,9.595924,1.058035,0.218962,1.539767,18.229494,2.044073,1350857271467103360,1112946
267.305572681089,44.01762249556827,-7.225711301838491,6.261809751028924,0.07743,0.088087,3.3020740415982783,0.06111,54.0348,1.082103,0.353811,2.240212,17.184013,2.64311,1349465122244101376,1132039
271.3008670487579,45.6439994192203,8.095456834654932,-13.738333102265134,0.018579,0.018566,1.8813231148200977,0.015482,121.5173,1.028607,0,0.806115,14.692524,1.376858,2116030163679028352,1151868
269.0787757863466,45.22738847905607,-10.899742944769299,7.768949453679473,0.015715,0.015862,2.9711366400914594,0.012978,228.92984,0.977835,0,-0.534631,13.952901,1.217068,1349635409107056768,1162498
269.34508075354,42.17671362157769,1.4638628113760068,-9.035556443921417,0.053206,0.058111,1.405748349159366,0.047594,29.536264,0.983604,0,-0.411113,16.879795,1.769875,1345156131879403776,1174253
268.13691863607534,43.12431082843329,-4.533073915666245,51.09741872016226,0.020682,0.019114,3.2482701296637533,0.016728,194.1777,1.048634,0.052584,1.373057,14.775295,1.495302,1346144013012363136,1177553
268.4609432302508,46.65524085837914,1.9301486114317599,-18.79571465339776,0.071708,0.064203,1.8549823833429036,0.05672,32.70443,0.912787,0,-2.22747,17.135725,2.12796,1350940529408924544,1258514
271.5228286028139,43.694534020584726,-3.6443809584554314,0.4416989205357898,0.095266,0.090152,0.4906818246372407,0.078355,6.262294,0.983089,0,-0.41461,17.71504,1.254656,2114122373566514944,1264321
272.35984491415604,42.62473758654893,-4.2537562239379865,-14.686568811580372,0.08493,0.089044,0.4431538029703652,0.070465,6.288976,0.970121,0,-0.779797,17.69861,1.127449,2113933566804071168,1267814
271.41151560858435,43.8657933169472,3.098337490620459,7.881190521784838,0.23775,0.206957,1.8185512482349588,0.192422,9.45083,0.990006,0.472137,-0.216172,18.94084,2.613138,2114334884251903104,1269409
269.1243110581479,45.17137699445487,-4.658874851966411,3.550938241407251,0.101997,0.101728,0.8158807490454337,0.087108,9.366281,0.976281,0,-0.564177,17.964632,1.674957,1349631217218970752,1289938
268.01740564288906,46.31946206180168,-1.0303430073743463,-4.543458809270976,0.023728,0.02316,0.3377616257391506,0.017907,18.86207,0.967457,0,-0.826436,14.982564,1.141254,1350648437273374848,1300878
271.49283757539814,45.832982186829796,-1.7307590555410892,-7.641508401735221,0.045277,0.039715,0.6288797016983827,0.032067,19.611496,1.039735,0.066898,1.074009,16.129723,0.947304,2116410560342351104,1314959
270.9956171577688,45.331106708035556,-1.1697427128383937,-1.3946252000653128,0.098317,0.128782,0.4251814239769384,0.084164,5.051795,1.063404,0.275497,1.616299,17.868639,1.149664,2116007486251637632,1318801
272.45521409170954,47.814715194238836,4.672921883317783,0.7539315017445076,0.070914,0.084704,0.4480906560658299,0.060379,7.42124,1.051412,0,1.267838,17.299458,0.970018,2122485946201838336,1334591
269.81386837357104,42.49978805880772,2.711641372185813,-9.548811392705389,0.05017,0.057451,0.3969254942633519,0.045762,8.673688,1.016492,0,0.467884,16.951,0.812271,1345166684614918272,1340787
269.9906443901244,46.85630951084347,0.1813611018346687,-1.1253661279779654,0.054511,0.053798,0.4848797412076852,0.042612,11.378847,1.041655,0.079931,1.071372,16.600904,0.924286,1350723616380640256,1361014
268.4918207057176,44.74650265247983,-7.216787115620132,0.5441703415875025,0.137331,0.17802,0.6483428175387721,0.125313,5.173806,1.060513,0.341282,1.556078,18.40835,1.593494,1349513805696764416,1365624
272.2299435171131,42.979858809606256,0.5618670901030428,-1.8885518224014275,0.106786,0.115163,0.7164377609521967,0.093956,7.625264,0.971139,0,-0.717951,17.994757,1.649164,2114040906626538368,1376753
269.0059410485645,45.88137568315343,-2.225386991501411,-12.386481071786529,0.020746,0.02045,1.0125465440726387,0.016424,61.64966,1.052034,0,1.429842,14.80098,0.865548,1349910768050249088,1412801
270.20264215752303,45.145073194775605,0.0734530730546513,-6.419479800424706,0.070444,0.082036,0.6271491208620757,0.057507,10.905657,1.053669,0.204497,1.321807,17.061478,1.204842,2115946154119260928,1415938
268.65863646287823,46.50167155105541,3.314363303676246,0.6674120852783555,0.040371,0.048367,0.8927868648662011,0.035145,25.402636,0.990387,0,-0.238181,16.381199,1.142935,1350747908715751296,1425898
267.9999516511011,43.035406413890584,-2.5129700118259604,2.325981635208664,0.02992,0.031359,0.5526787103900602,0.025432,21.731228,1.050025,0.092332,1.423498,15.78124,0.883751,1346141878412561024,1444678
271.2471347245394,42.08679280904066,-0.9391844565535526,-16.819564573762076,0.03847,0.041275,1.211449331526812,0.031944,37.92365,0.958746,0,-1.081916,16.136707,1.373232,2113740671232963456,1453788
269.0839222891134,46.807437808011706,-1.3459076375989392,-1.5597871035459518,0.043689,0.041285,0.3465024397943149,0.031673,10.939839,1.014677,0,0.399435,16.174307,0.875728,1350761171574848384,1505803
