id,ra,dec,pmra,pmdec,pmraerr,pmdecerr,gmag,rmag,imag,ndet,mjd,deltamjd,class_star,flags,random_id
26103_4300,267.8344394606532,47.36240643159445,-19.332659,129.66739,205.91881,206.17433,21.59375,20.8478,99.99,7,57686.55270869431,380.04507,0.005648,0,0.000298
26568_3158,272.4897551767129,47.249840453123625,67.53284,119.06699,40.50212,40.780483,21.314161,20.056683,99.99,9,57903.168939303556,732.02405,0.19929,0,0.004064
28439_5380,269.10921095525686,45.49559651337629,13.993264,45.78211,101.85499,101.86559,19.962242,19.348495,99.99,9,57809.30935337374,735.96124,0.020886,2,0.004098
31373_1927,268.7904997270395,42.86711217839843,-9.718174,73.1474,17.227322,17.48631,18.78618,18.67165,99.99,8,57763.14018278703,743.9085,0.884277,3,0.004554
26568_1187,272.68644636418253,46.93984271908686,13.49001,67.53395,108.42971,108.91985,21.167048,20.639408,99.99,7,57696.96068537102,738.0039,0.007918,0,0.005552
32382_5270,268.56769092856763,42.333162441129886,513.2775,414.89673,864.6062,866.5203,21.70178,21.734375,99.99,4,57530.12156745419,74.83686,0.849609,0,0.00558
27025_129,267.88962928604485,46.321907260913825,106.48474,-16.908997,61.64831,62.142307,20.84375,20.2117,99.99,6,57654.566670359345,390.01633,0.887207,0,0.007071
31372_100,268.074034335197,42.76824647119008,-66.008125,-27.94461,72.642395,72.77856,21.538567,20.546667,99.99,9,57649.3938364177,427.7726,0.018463,0,0.007914
29405_170,271.53266992819465,44.58508178101675,-50.38427,-14.111171,52.392746,53.193794,21.609388,99.99,99.99,6,57652.39502417878,413.81577,0.043849,3,0.00861
28919_5814,269.87931304026955,45.2772648652446,86.45843,-46.17484,106.81063,107.07045,20.287325,19.63662,99.99,6,57824.090775266755,728.96576,0.011531,2,0.008729
28440_4404,269.8928453492092,45.45287318723514,64.75261,55.15136,311.32556,311.38705,21.984375,21.46875,99.99,6,57929.30088891066,395.8886,0.278493,0,0.009293
31374_4721,269.72971638757815,43.074222460876186,289.7522,-47.79887,120.95562,121.280304,21.6483,21.021006,99.99,8,57619.53423653124,380.99298,0.116838,2,0.009349
30878_4263,271.89299853641324,43.288727819556776,242.67868,-32.168587,291.62753,291.81195,21.728018,20.93988,99.99,7,57953.82718513447,717.07007,0.047976,3,0.012312
26566_2412,271.4157798388407,46.89346604322313,-27.343014,120.18273,56.43325,56.742535,21.015625,18.707968,99.99,6,57776.60170778019,738.00775,0.082492,3,0.013478
30874_3038,268.98191260012703,43.32233185365455,-93.70126,-45.42973,87.80944,87.93097,21.438873,20.588839,99.99,8,57764.12846361741,414.80466,0.051747,2,0.016517
30377_3574,267.7821848851441,44.0100971199662,66.166824,169.80553,225.57394,225.72958,21.720129,99.99,99.99,5,57675.60749663478,380.9999,0.349695,3,0.016695
28437_4563,267.45318421869325,45.48227200769931,67.49256,16.206976,87.49263,87.52676,20.101608,19.592484,99.99,9,57687.85698287349,735.96533,0.016794,0,0.01672
28917_2770,268.31882785164447,45.03836756386914,6.710135,-68.029045,40.221,40.461266,20.53125,20.30194,99.99,7,57631.85382146049,381.01892,0.948312,0,0.018087
26567_675,271.9981292259266,46.79222569271059,-8.681843,-2.604674,118.67127,118.81869,21.671875,21.053406,99.99,6,57666.71732212246,738.00793,0.014145,0,0.018546
29888_2166,268.6248769338897,44.112896857328984,-142.21779,26.254503,131.11794,131.34413,22,21.413656,99.99,7,57683.70838907787,397.0076,0.287676,3,0.018688
27030_7153,271.58015273581486,46.605193511056875,-65.77278,-19.61528,61.937263,62.32009,19.89647,19.180218,99.99,6,57969.68292986943,708.16296,0.244883,3,0.020108
30873_3605,268.16817116368765,43.313573099795924,-33.342976,29.670174,107.43697,107.812614,21.489254,20.677355,99.99,7,57690.38185182912,414.80164,0.02419,3,0.020393
27962_2989,267.66842515065656,45.78227477147554,-118.090675,-94.99928,39.897926,41.07247,21.633167,20.604195,99.99,9,57729.1839932657,735.9421,0.335863,0,0.021724
29403_4643,270.15604044538173,44.74725488039596,26.206278,-14.806944,131.29631,131.30603,20.765625,20.282652,99.99,6,57652.922275492376,396.9848,0.019052,0,0.022129
26568_499,272.91627992409434,46.882876559912134,0.043814,68.90851,137.95934,138.26512,21.388716,20.926294,99.99,8,57726.645952377585,738.0039,0.06328,0,0.022234
28921_2602,270.9576378790246,45.06892526836755,-34.202835,75.21585,19.99189,20.653633,19.40625,18.680607,99.99,6,57716.91516761241,396.98178,0.982422,3,0.022715
30876_2531,270.66164186120767,43.16718025426242,50.96455,236.16296,191.99446,193.30775,21.328125,21.867022,99.99,5,57672.98050604695,414.811,0.677649,3,0.022854
27965_3648,269.97712792668,45.832795511862365,-9.933563,26.460085,92.16584,92.40088,21.188536,20.299904,99.99,8,57798.29935339757,735.9358,0.028817,3,0.023777
26564_1981,269.8508127686901,46.919654161783214,-69.64418,-51.067806,122.999954,123.54399,21.94676,20.460844,99.99,7,57737.126643940675,729.964,0.076142,3,0.024121
26567_883,271.91734557029054,46.8575094334145,-60.227783,-109.61088,151.88676,152.00278,22.015625,21.447287,99.99,5,57689.977946408,738.00793,0.139485,0,0.024443
28923_5011,272.35171762270585,45.25138435038777,-108.0597,-59.791245,76.78972,77.003235,21.203125,20.828125,99.99,5,57823.799856954254,743.98834,0.813916,3,0.024617
28437_2908,267.46654470573685,45.3217554544358,-80.75278,-13.271148,32.561165,32.990543,21.766205,20.403357,99.99,8,57708.28788756131,735.96533,0.916992,0,0.024796
28439_582,268.5478586895913,45.09913844798895,-48.43568,179.35182,220.68149,220.79004,21.921875,21.49994,99.99,6,57646.43168014901,381.01892,0.124869,0,0.026837
27496_2550,271.0404400120562,46.21894124396944,-41.084988,-177.76982,35.9867,37.625507,20.925934,19.764267,99.99,7,57745.39153089334,743.96466,0.77145,0,0.028888
32388_6240,272.68322954634453,42.28020091250975,135.51215,196.37543,194.49013,195.04706,22.453125,21.24004,99.99,6,57591.41608093811,367.02493,0.878174,0,0.028942
32388_3378,272.78487180893853,42.01029450780709,51.547062,-12.123642,102.94839,103.29888,21.774206,20.843567,99.99,7,57787.9638610274,750.8814,0.075479,0,0.02973
27494_4805,269.6262696491851,46.35871605376061,-23.074202,64.68065,45.37829,45.847607,21.5,20.779425,99.99,8,57757.28392805328,729.964,0.773438,0,0.03048
27966_5860,270.34879903507453,45.6241592206014,-50.35708,1.837561,16.597996,18.20524,18.671875,17.797632,99.99,8,57891.047836794576,713.0836,0.623751,3,0.031243
32380_5299,267.0047651128264,42.33912034578335,15.404338,31.704136,109.60667,109.82916,21.770384,21.28043,99.99,7,57632.50861777338,427.76935,0.843157,0,0.031514
32382_920,268.0108120075291,42.04825555439994,88.02458,-7.68344,25.949383,24.939842,21.714315,20.644762,99.99,9,57571.4849226677,381.02686,0.766661,0,0.03179
30879_4313,272.6094444581839,43.49921573352453,67.375656,44.018364,100.34882,100.45647,21.606411,21.151918,99.99,11,57736.2955841188,744.98944,0.05768,0,0.032516
27966_3176,270.676539698204,45.82041912597199,24.54493,-0.470026,95.71592,95.66416,21.921875,21.682383,99.99,7,57793.24849521382,737.9986,0.837716,0,0.033199
31875_1410,267.86447887036314,42.50247328489115,66.328384,3.333308,51.197147,51.47916,20.557331,20.441324,99.99,11,57623.65718221652,427.76648,0.941362,0,0.033269
25650_6098,269.48418524705403,47.73566250344481,32.479233,40.716354,51.358536,51.66979,21.25654,20.23791,99.99,7,57799.689098573625,379.87793,0.976911,3,0.033829
30872_5053,267.28222973455735,43.33663221407802,-40.06067,-18.471405,223.90582,223.95628,22.158546,21.515625,99.99,5,57612.56324708611,413.80365,0.695508,2,0.03406
32385_814,270.21309666075706,42.147300077382695,64.21352,28.004736,81.01632,81.46527,20.490927,19.608223,99.99,8,57707.171329803765,427.77213,0.013601,0,0.037049
28440_5682,269.97050496570324,45.54629511613553,58.262676,5.530564,49.033924,49.98674,21.085386,19.62395,99.99,6,57880.2681965592,705.0477,0.836558,3,0.037609
31874_5639,267.6058250302389,42.87179274174929,11.714622,63.537495,69.08426,70.93365,20.49657,19.328278,99.99,9,57607.72310731917,421.78265,0.028278,0,0.039054
26562_1978,268.13449727323865,46.93091580160966,-29.07635,-15.945664,101.26389,101.53865,21.984375,21.714083,99.99,7,57732.420366786224,729.964,0.563331,0,0.039922
26108_719,271.74158479365315,47.287858266257054,-44.056313,-14.585869,97.117096,97.48014,21.7722,21.076712,99.99,6,57668.38962678487,384.0267,0.072048,0,0.040677
28920_6302,270.4062924091372,44.8806832291074,62.76082,76.035194,154.3872,154.5369,21.813818,21.109375,99.99,5,57687.00163256526,389.01602,0.214999,3,0.041491
27493_2016,268.8007380695237,46.10334532031363,-6.127304,10.735508,158.83824,158.89091,21.85649,21.673046,99.99,8,57714.76975568192,729.9681,0.211297,3,0.041837
32900_2656,272.95751742996964,42.13607964090979,-19.052704,-49.40724,21.808659,22.530571,19.45464,18.600645,99.99,8,57763.64419616235,750.8814,0.784817,0,0.04184
31879_6254,271.3683552011482,42.528599898000266,-42.425625,164.8279,111.16904,111.38256,21.953125,20.518719,99.99,5,57612.4068887922,377.06113,0.240948,0,0.041882
30873_1219,267.99382724407184,43.33469972272171,5.700366,32.53526,92.98135,93.16379,20.130072,19.484179,99.99,9,57650.50170669927,421.78677,0.024178,3,0.043115
29399_4311,267.21579082895755,44.60951376691903,18.079819,42.909595,168.97446,169.10403,21.751293,20.937733,99.99,9,57614.408102206056,377.02066,0.024751,0,0.043417
32383_3579,268.9230748316511,42.23072295344327,-28.869354,196.66322,250.8317,250.86978,20.836163,20.288954,99.99,8,57666.745831720706,421.78717,0.005845,2,0.043785
28916_6057,267.5729007632418,45.01538127229838,58.219334,14.953816,137.41641,137.49889,20.984375,19.858255,99.99,6,57595.90885776103,371.0573,0.011033,3,0.044265
32387_1792,271.82761136066006,42.375174816944906,-130.04561,108.934135,165.63235,165.63159,22.21875,21.441647,99.99,7,57685.4079511761,418.79852,0.126394,0,0.044833
26108_2900,271.84678296993087,47.46434763770189,749.3487,887.7914,1791.9679,1798.1882,22.328125,21.984375,99.99,3,57550.385674850084,50.903423,0.762695,0,0.045105
25648_4646,268.1595562871777,47.743326431660655,18.487597,-4.070191,122.01492,122.02858,22.234375,22.109375,99.99,5,57748.602074525974,723.9765,0.66748,0,0.045288
29891_4415,271.02426119242347,44.44548789009919,-116.43609,74.487434,129.89578,129.95308,21.875,20.93763,99.99,7,57683.99607210873,397.01126,0.013494,2,0.04632
27027_1380,269.54953984474867,46.3699900599995,28.481396,64.54774,67.289856,67.59772,21.244307,20.533573,99.99,8,57757.28392805328,729.964,0.081402,0,0.047386
27969_111,272.4938838986423,45.74787332335653,-22.340076,66.97711,24.70218,24.608196,21.4375,20.308718,99.99,7,57590.41929095132,404.02573,0.9119,2,0.048013
30381_4542,270.59979371452465,43.721168048620726,-3.143522,99.941,13.203651,14.428493,20.584589,19.395224,99.99,8,57717.15904836584,744.99365,0.901245,2,0.048015
31372_913,267.86927967353915,42.68053620528411,23.480137,-61.625786,14.267559,16.0496,19.627739,18.355688,99.99,11,57693.5544777005,427.7726,0.900169,3,0.05341
26104_3075,268.5045420224137,47.24666990041349,4.360671,93.29579,209.62924,209.69806,21.862654,21.025269,99.99,9,57808.089871254386,729.9586,0.04721,0,0.053973
26564_4497,269.40502573825916,47.0518966235976,207.97165,130.57721,400.98898,401.01245,20.9375,20.612574,99.99,6,57598.57782298466,380.05347,0.009177,3,0.055333
28437_1631,267.10557204812227,45.44758297391648,109.24693,-11.253947,193.96582,193.9524,21.875,21.96875,99.99,5,57809.216570201985,735.9629,0.14476,0,0.055961
28922_10721,271.9431103261317,45.095330087413274,7.12445,-58.295395,55.021557,55.219727,20.173302,99.99,99.99,4,57723.125643906766,402.82654,0.504845,3,0.057725
27028_3280,270.1013299483407,46.66963882513023,-34.663807,78.44482,93.47465,93.52877,20.9164,20.380857,99.99,8,57801.9100264936,738.00916,0.016176,0,0.05811
31874_2844,267.6582598059424,42.78253350743384,221.08165,62.475,1422.1394,1422.7631,22.219006,21.732021,99.99,6,57525.7396835171,75.8604,0.573364,0,0.058862
31374_6281,269.7992274038622,42.95203618226355,30.072569,-90.417816,105.54275,113.946014,16.055,99.99,99.99,3,57533.057633750606,60.89657,0.994954,2,0.058893
29889_3711,269.81032243108325,44.13026502715944,94.9536,-44.83024,139.17221,139.3382,21.75,21.827288,99.99,6,57707.08325337828,397.0108,0.571655,0,0.059254
32389_727,272.9197616615276,42.20539398996629,95.838715,62.58158,110.75906,110.90743,21.581865,20.86683,99.99,9,57736.17579139335,750.8814,0.039921,0,0.059301
26561_254,267.0906769384247,46.73010796739327,-55.933075,8.996924,144.28018,144.3798,21.765625,21.152935,99.99,7,57685.265645198924,383.0338,0.13567,0,0.059795
32383_6302,269.01427059326943,42.212140049326415,-139.35007,-54.382328,260.0875,260.1583,21.347572,21.139,99.99,10,57637.475455525986,412.81326,0.069309,2,0.060482
26105_3041,269.5773449952918,47.41065348442999,-216.29318,297.4087,659.43787,659.4628,20.543,99.99,99.99,4,57718.37346216489,401.80994,0.146246,3,0.061077
25202_5308,272.29329687445613,47.82605666999357,83.219894,-67.07108,89.04346,89.76902,20.145712,19.328676,99.99,6,57730.21221762787,732.0228,0.119294,3,0.061573
25647_3649,267.1383910280455,47.85535844446976,2.774068,135.55034,193.64044,193.7718,22.046875,21.703125,99.99,4,57715.92281794327,382.0406,0.336243,1,0.062645
28437_1645,267.09961524372176,45.24995001377501,43.559406,125.271736,37.319313,37.789524,21.901691,20.810946,99.99,8,57745.79860415711,735.9629,0.900208,1,0.062709
25202_1604,272.1735444681048,47.899004952882024,41.09349,350.91797,60.838478,61.509586,20.900976,20.407656,99.99,7,57754.52253967976,732.0228,0.75075,2,0.065627
25648_2098,268.25160549593085,47.83119580268911,44.214455,23.90023,23.849638,24.447378,20.67071,19.647688,99.99,8,57757.40611318778,726.9655,0.957153,3,0.067061
30384_2600,272.51758717281325,43.84202571348002,-11.288191,-51.600082,11.122254,11.83063,17.65625,16.796875,99.99,5,57608.81101573883,391.03497,0.992871,3,0.072472
32383_4611,269.1483382934626,42.504802215847675,-180.40991,-57.677616,94.365654,94.52799,22.027086,99.99,99.99,6,57708.392115509756,750.8839,0.566996,0,0.073511
28922_6019,272.068499648472,44.79120943696781,124.60744,111.45036,21.955973,22.414356,20.054586,19.582575,99.99,9,57696.50503590584,743.9896,0.967177,3,0.073517
29404_6586,270.8080200990437,44.82756295737193,84.7666,53.904,105.66204,106.0733,22.265625,21.655262,99.99,5,57746.83166253753,389.01602,0.79668,0,0.075088
32381_4771,267.45006397812324,42.30406627764579,-15.616639,101.53345,171.28667,171.43422,22.015625,21.265026,99.99,7,57626.8259575816,381.02695,0.08425,0,0.075145
29404_1588,271.4167888908987,44.27615969197429,-153.29213,92.57548,12.991396,13.629523,16.75,16.5625,99.99,5,57676.42590224128,397.01126,0.988086,3,0.07596
30379_3003,268.94853139537264,43.804319873824475,-83.10311,-48.652435,126.12022,126.255905,21.3824,20.583336,99.99,9,57733.40835231915,414.79483,0.020002,0,0.078688
30875_5869,269.9364018366269,43.673936605671614,-38.76144,-32.746532,63.231667,63.382328,20.059843,19.509428,99.99,9,57697.72873819247,413.8045,0.025363,0,0.082045
27024_4147,267.5102975629323,46.794771939615494,93.13096,-29.60039,15.81354,17.334217,19.493952,18.488258,99.99,10,57749.10863947277,729.9682,0.97168,3,0.082757
26568_9,272.59134612231276,46.901866348175226,67.48672,193.85144,106.29656,106.65719,21.33146,20.00743,99.99,8,57722.520928462676,738.00793,0.0507,2,0.082884
27495_3271,270.7590357736721,45.81007546047448,-35.58152,-94.665886,189.84035,189.90834,21.75,21.307575,99.99,6,57718.537086395234,737.9986,0.03023,0,0.083223
26562_2530,268.3647169102213,47.13433828641448,-50.313164,-316.37415,164.8828,165.00793,21.952862,21.358185,99.99,9,57730.636901739206,729.9586,0.135229,0,0.08346
31877_5548,269.97913398493387,42.86945375300446,-112.52968,-84.890175,185.1331,185.22096,21.739134,21.472603,99.99,10,57570.90319195543,380.99298,0.188837,0,0.084935
25652_2972,271.5619472642685,47.722672681110794,73.14017,46.06931,85.7204,85.810135,21.315964,21.626715,99.99,7,57754.51959563213,732.027,0.921666,0,0.085241
26561_458,267.04688290269985,46.854707217522176,-158.29788,61.973923,114.401276,115.750465,21.25,21.026747,99.99,7,57685.41479294368,383.0338,0.789307,3,0.085297
27493_747,268.69754017513065,45.926317957025056,-17.03942,48.983337,32.163853,32.45733,20.261658,19.359655,99.99,9,57888.53130701179,729.9681,0.028375,0,0.086218
30381_3940,270.4544975149646,43.609074405178724,86.77299,63.676243,65.00558,65.24364,21.213076,20.795868,99.99,7,57692.121577761936,744.99365,0.924944,0,0.090061
27491_6010,267.23635664577876,45.94398926323561,-14.682536,56.969517,75.37537,75.598694,22.111357,20.920849,99.99,7,57885.41381497741,725.98,0.060066,0,0.090676
32382_2046,268.38717374327547,42.159632979902625,34.12572,-65.827614,45.906914,45.94986,20.350815,19.228237,99.99,7,57686.09006977394,427.76724,0.025545,0,0.091305
27969_1818,272.77558772111195,45.56342610742098,54.14054,-26.434282,43.539722,43.32808,22.265625,20.926449,99.99,7,57746.42623493275,743.9897,0.244607,0,0.0915
26107_2937,271.15168387567104,47.46911669055923,28.022911,-54.043613,75.03159,75.172905,22.203125,20.783768,99.99,6,57663.87851066794,732.0283,0.24205,0,0.091902
27492_711,267.8139744729638,46.00900360984888,18.542728,0.700334,121.561325,121.81439,21.359375,20.519156,99.99,6,57767.072360901315,729.9675,0.013382,0,0.092137
28443_526,271.61049921711447,45.41976587606732,118.81563,-75.664215,41.590263,42.219276,22.25,20.945593,99.99,7,57795.11777683919,743.9924,0.73924,2,0.092306
25650_4698,269.6933579365683,47.963174044058526,-46.29594,-60.97479,31.518415,32.156857,19.586279,19.13592,99.99,8,57765.27961099305,398.8169,0.029478,2,0.094748
27492_3993,268.24627186150536,46.326162326864036,45.54339,23.932116,59.685925,59.94514,21.90325,21.215664,99.99,9,57736.28505723049,729.96545,0.940972,0,0.097566
27495_758,270.07006401763454,46.366651750411314,37.163994,36.4992,50.582546,51.07138,21.68709,20.360147,99.99,8,57710.529114685254,729.964,0.885925,0,0.098741
32388_331,272.66040907996336,42.043666679257974,44.215706,-67.835175,135.95645,136.38055,21.530733,21.10421,99.99,8,57668.27731667884,750.8814,0.094412,0,0.102127
29399_5219,267.63164811881154,44.79123500206119,58.06172,15.312138,58.803307,58.89802,21.953125,20.80185,99.99,8,57616.66986730817,377.02066,0.947754,0,0.102269
28922_4036,271.7037321497118,45.219845041466215,-100.23471,11.476934,144.50252,144.57175,21.984375,21.65625,99.99,5,57610.59488559775,390.03513,0.606104,2,0.102626
31371_6112,267.2527512758223,42.895734921025664,-18.450663,39.10879,215.01743,215.18433,21.78125,99.99,99.99,4,57706.63769426267,414.80023,0.651611,0,0.10523
30377_2801,267.30226546536124,43.8515864167591,35.812904,30.446198,98.293976,98.65613,20.59963,19.974167,99.99,9,57651.82908127881,414.79398,0.021112,0,0.106561
27029_4257,271.11285115852866,46.7434719434982,-92.40232,-26.689844,28.04011,28.59642,21.79612,20.845675,99.99,9,57663.85092268056,390.01315,0.579424,0,0.108325
26561_3575,267.37523359860876,47.12630618834747,49.15216,25.157227,66.58491,67.03036,22.092915,20.619701,99.99,9,57730.188921739245,726.9733,0.141191,0,0.110662
25650_380,269.34202677540236,47.43771333439654,14.421762,54.380974,150.92198,150.9597,21.46875,21.3125,99.99,6,57769.60539891649,380.05347,0.606283,3,0.110716
30385_6981,272.9730950120682,44.18376745050351,-49.980488,-53.77315,57.08236,57.1357,21.40518,19.852432,99.99,8,57721.2631017713,744.9881,0.099257,3,0.111784
29402_6035,269.7989595010928,44.77814189733773,-34.782898,-38.80448,21.655243,25.37526,18.390625,17.061554,99.99,3,57774.079404742144,369.07965,0.989909,0,0.112174
26104_1917,268.74640994985555,47.31463305946099,64.064064,173.42717,15.030451,17.181892,20.625,19.316578,99.99,6,57655.58407398391,383.0304,0.955729,2,0.112267
25649_5371,269.1309404252247,47.77477824548875,17.360716,47.512276,45.381153,45.81245,20.0625,19.188234,99.99,6,57770.41726905542,723.9712,0.025149,2,0.112516
25198_286,268.5711970121916,47.87483730278874,71.486275,11.756042,41.09582,41.72031,21.124525,20.578554,99.99,8,57758.03877466638,726.9655,0.87204,0,0.113068
26567_213,272.1279721744773,46.83408113547191,15.88717,69.13428,192.11719,192.19336,21.328867,20.889977,99.99,7,57755.106541653964,738.00793,0.011045,3,0.113238
31877_2275,269.5527726861895,42.5614438194489,20.801105,56.667023,39.52849,40.21052,20.98232,20.260122,99.99,9,57771.07489295324,750.8839,0.407025,3,0.113252
25200_5809,270.57868021479084,47.92559870817283,22.110785,-67.44609,36.56884,36.918045,20.234375,18.867882,99.99,5,57754.39553720197,397.814,0.034457,2,0.113367
29399_3452,267.46113910361163,44.811709884257475,-29.056099,60.344505,40.14235,40.489872,20.5,19.903883,99.99,7,57630.99235573471,377.02066,0.970912,0,0.113676
32387_634,271.5121949101626,42.2893434211165,13.526656,-82.73493,166.74501,166.43077,22.3125,22.03125,99.99,5,57672.82745510228,391.02286,0.480829,0,0.113906
25653_3532,272.1787608240009,47.63869887832539,-70.48784,-31.946358,105.1614,105.35253,21.922825,21.845928,99.99,5,57765.96605037087,732.0228,0.829687,0,0.113934
31874_1186,267.3171463103175,42.66466618737203,-45.971867,-18.146706,158.80841,158.94655,22.25,21.575592,99.99,7,57612.72316219132,382.03043,0.317705,0,0.114595
31373_3972,269.09982601955056,43.04468125058324,117.19909,-112.13137,88.182655,88.36779,21.797476,20.946266,99.99,9,57735.83712106798,743.90576,0.855523,2,0.116029
29405_5550,271.83119798320314,44.80983582811595,63.17283,17.625946,58.492817,58.485043,21.8125,20.69644,99.99,7,57583.553241925045,388.04266,0.438341,2,0.117352
27491_5698,267.25725251501837,46.22517008344874,-25.10708,47.245293,112.63695,112.597115,21.046875,21.020346,99.99,5,57814.22568992879,728.9666,0.094438,0,0.117493
26564_1208,269.38220604403193,46.84479799810139,-75.16139,124.05739,150.09023,150.84216,21.359375,19.954575,99.99,5,57613.21317461859,383.04416,0.968945,0,0.11779
27492_5608,268.11457433751144,46.388299311498976,-6.778965,49.639225,66.805466,67.05183,22.25,21.491354,99.99,7,57783.411573684374,729.964,0.863212,0,0.117919
32382_3312,268.12065733489163,42.16030743407123,45.50608,37.904022,51.45747,51.46292,21.275162,20.19895,99.99,9,57648.04788430351,427.76724,0.261539,0,0.118618
31877_5297,269.69401802592427,42.546621381839344,-18.506638,-22.677666,127.69211,127.823685,21.691288,21.34887,99.99,9,57688.741785450635,421.78046,0.369171,2,0.118953
30381_1237,270.2505101450115,43.83286748395056,-42.460793,-76.67111,36.73367,38.193104,19.756876,19.337345,99.99,8,57714.01618793467,413.8045,0.02972,3,0.120176
29889_1054,269.5958147561369,44.10117818201311,-103.47305,-170.94116,57.563305,58.133404,21.351503,20.141068,99.99,7,57688.670464817034,413.8076,0.531974,0,0.121152
28916_1609,267.450545945762,45.14558281602278,-22.404184,45.17205,27.446232,28.397346,19.625,18.9023,99.99,7,57630.99215897545,377.0193,0.961914,2,0.121583
32386_2489,271.2781926732708,42.273365577902396,-54.81147,21.450348,59.61125,60.261314,21.182032,21.167599,99.99,9,57735.39232465071,747.8893,0.880697,3,0.121845
29893_6287,272.74897071277843,44.310555956717394,-148.1973,42.94855,50.143867,50.165695,21.9376,20.37217,99.99,7,57747.106687406274,744.9896,0.045783,2,0.122876
28922_6222,272.2277373343825,44.97242166393074,-40.50874,-164.33398,65.365776,65.504555,21.921875,20.907663,99.99,7,57689.12416313043,743.9896,0.288038,2,0.123051
31376_1950,270.8082711383108,43.27820924092518,-21.409813,22.33122,99.960106,100.08878,21.953125,21.392117,99.99,7,57689.691542958644,745.98834,0.290435,0,0.123305
29887_2258,268.4072829046247,44.25577833784105,487.0101,402.48434,52.726116,53.886032,21.2032,20.041378,99.99,8,57755.03571870999,414.77658,0.477371,2,0.124615
28923_4399,272.4552611773555,44.946141946251934,-110.44842,-48.637543,246.47566,246.5363,21.234375,99.99,99.99,4,57619.92308297218,390.03653,0.092266,0,0.124637
26105_267,269.94948359405265,47.50652471126049,-12.031777,3.412411,104.446594,104.51615,21.677647,21.045206,99.99,10,57756.60442485125,404.79248,0.032697,2,0.125335
30876_1638,270.1633424722503,43.405295378351724,113.2759,106.66119,172.86864,173.05824,21.645252,20.748594,99.99,9,57653.61393033625,414.80194,0.034566,0,0.126697
31372_1826,268.04484157177393,43.08553817059477,-30.203068,-38.5114,112.5862,112.77097,19.887611,19.533926,99.99,9,57650.39149202468,421.7888,0.013836,0,0.126906
30875_3226,269.73828937873003,43.29019114110231,-0.966434,-71.706314,237.39001,237.53056,21.6102,21.58556,99.99,7,57583.12459934749,380.0417,0.298834,3,0.129427
27495_1072,270.5108926820068,46.01144937778319,-33.443504,31.590342,91.35579,91.21136,20.851702,19.67794,99.99,8,57764.51530637208,737.9986,0.021054,1,0.129955
28440_3438,269.66180810419047,45.55089277509497,-27.22087,-48.729572,16.833311,16.366945,18.539387,17.897306,99.99,7,57833.71370882328,735.96124,0.833156,3,0.130968
28919_3684,269.8087307011101,44.935150793647956,0.573924,-71.82292,76.15112,76.678085,22.265625,21.448046,99.99,5,57746.03257340109,396.98004,0.958691,0,0.131989
26105_2954,269.588660191569,47.321739540190364,-2.905626,103.25577,82.32441,82.55639,19.339401,18.579659,99.99,8,57717.39554020163,401.80994,0.026396,0,0.132523
31371_5376,267.2023320766723,43.00513029224314,-20.92717,-63.175716,96.779076,97.00959,20.867048,20.640251,99.99,7,57589.548944461494,369.06134,0.923898,0,0.132612
31879_6305,271.26497908039363,42.53669449541692,-6.547042,-75.84468,27.979897,28.170963,19.217773,18.193602,99.99,8,57764.385128384514,737.91785,0.028532,0,0.132619
30383_4304,271.7963332500325,43.75150305778102,77.93809,-3.443219,90.37761,90.475105,21.953125,21.11013,99.99,6,57716.604165463476,391.0213,0.028133,0,0.135771
29405_4116,271.53525895893455,44.607727917165704,34.71995,56.640015,44.267097,44.45603,20.8299,20.65646,99.99,8,57722.007020884426,743.9923,0.924377,3,0.138075
25654_1872,272.6442042974557,47.66737114244957,1394.8499,-331.48798,2659.7769,2660.712,21.71875,21.581177,99.99,4,57550.39576789981,50.90123,0.122375,2,0.139072
29892_864,271.61405979314,44.386862752945994,49.198833,74.63269,13.854644,14.356865,18.813866,18.484663,99.99,8,57767.143715602346,744.99243,0.977661,2,0.141131
26561_343,267.072806181945,46.888252574487936,-39.719383,37.632027,27.37602,29.205454,20.6875,19.473047,99.99,7,57685.41479294368,383.0338,0.979632,0,0.141959
30382_2632,271.410725068327,43.48766421628944,-36.53394,39.497475,74.0874,74.29761,20.953125,20.178846,99.99,5,57672.20126993116,743.8974,0.848486,3,0.142859
30875_755,269.61944229200407,43.299251272558145,57.806007,-29.600088,35.919666,35.987545,21.59046,20.278187,99.99,9,57655.95298431772,414.80466,0.847249,0,0.143312
26102_4719,267.1821716071301,47.288263941625964,-22.706963,54.02293,122.713776,123.34907,20.96875,20.609375,99.99,5,57675.01325348904,380.03894,0.902441,3,0.143361
29401_375,268.7735218354297,44.52299662416406,-19.02632,-171.53682,282.32413,282.40402,21.515625,21.037544,99.99,7,57630.40949103888,397.00903,0.034783,0,0.14365
30377_2841,267.28627468631277,43.81438670666094,-27.80152,43.939247,149.54942,149.80666,20.901554,20.398294,99.99,6,57719.70115793069,414.79398,0.019278,0,0.143774
32387_1159,271.43216156828913,42.45786144839787,-13.837873,14.372738,120.85186,120.913666,21.90625,21.015663,99.99,6,57763.91659399929,747.8893,0.155259,3,0.144334
